productNumber,productName,vehicleBrand,vehicleModel,vehicleVariant
8Z500071,Anhängerkupplung 85060361,,,
8Z500073,Anhängerkupplung,ALFA ROMEO,STELVIO,BMU 85280320
8Z500078,Anhängerkupplung,AUDI,A6,BMU 85010329
8Z500079,Anhängerkupplung,AUDI,A6 MX,85010344
8Z500080,Anhängerkupplung,AUDI,A6 Avant starr,85010331
8Z500081,Anhängerkupplung schwenkbar,AUDI,A7 Sportback,
8Z500082,Anhängerkupplung,AUDI,Q2 BMU,85010343
8Z500083,Anhängerkupplung starr,AUDI,Q5,(8RB)
8Z500085,Anhängerkupplung,AUDI,Q5 BMU,85010335
8Z500087,Anhängerkupplung,BMW,2 Active Tourer starr,85020325
8Z500090,Anhängerkupplung,BMW,X1 MX,85020353
8Z500091,Anhängerkupplung,DACIA,DOKKER starr,85620320
8Z500092,Anhängerkupplung,DACIA,DUSTER starr,85620321
8Z500093,Anhängerkupplung,DACIA,DUSTER BMA,85620322
8Z500094,Anhängerkupplung,DACIA,LODGY starr,85620323
8Z500095,Anhängerkupplung,DACIA,LOGAN EXPRESS starr,85620324
8Z500096,Anhängerkupplung,DACIA,LOGAN MCV II starr,85620326
8Z500097,Anhängerkupplung,DACIA,SANDERO starr,85620327
8Z500098,Anhängerkupplung,DACIA,SANDERO II starr,85620328
8Z500099,Anhängerkupplung,HYUNDAI,H-1 starr,85080322
8Z500100,Anhängerkupplung,HYUNDAI,i10 BMA,85080323
8Z500102,Anhängerkupplung,HYUNDAI,i20 BMA,85080325
8Z500103,Anhängerkupplung,HYUNDAI,i30 BMA,85080342
8Z500104,Anhängerkupplung starr,HYUNDAI,"i30, KIA CEE'D",
8Z500105,Anhängerkupplung,HYUNDAI,i30 CW BMA,85080327
8Z500106,Anhängerkupplung,HYUNDAI,i40 starr,85080328
8Z500109,Anhängerkupplung,HYUNDAI,i40 CW BMA,85080331
8Z500112,Anhängerkupplung,HYUNDAI,ix20 BMA,85080333
8Z500113,Anhängerkupplung,HYUNDAI,ix35 starr,85080334
8Z500114,Anhängerkupplung,HYUNDAI,ix35 BMA,85080335
8Z500117,Anhängerkupplung,HYUNDAI,SANTA FE BMA,85080337
8Z500119,Anhängerkupplung,HYUNDAI,SANTA FE BMU,85080321
8Z500120,Anhängerkupplung,HYUNDAI,TUCSON starr,85080338
8Z500121,Anhängerkupplung,VOLVO,S60 II BMA,85260320
8Z500122,Anhängerkupplung,VOLVO,S80 II BMA,85260321
8Z500123,Anhängerkupplung,VOLVO,V40 BMA,85260322
8Z500124,Anhängerkupplung,VOLVO,XC60 BMA,85260323
8Z500125,Anhängerkupplung,VOLVO,XC60 MX,85260326
8Z500126,Anhängerkupplung,VOLVO,XC70 II BMA,85260324
8Z500127,Anhängerkupplung abnehmbar,VOLVO,XC90,
8Z500128,Anhängerkupplung,JEEP,GRAND CHEROKEE IV BMU,85610320
8Z500129,Anhängerkupplung,JEEP,RENEGADE BMU,85050323
8Z500132,Anhängerkupplung,PEUGEOT,308 SW II BMC,85160327
JA-004453,JAEGER automotive Elektrosatz 12010508 Kabelsatz Anhängerkupplung 7P E-Satz,,,
JA-004454,JAEGER automotive Elektrosatz 12080514 Kabelsatz Anhängerkupplung 7P E-Satz,,,
JA-004455,JAEGER automotive Elektrosatz 21140545 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004456,JAEGER automotive PREMIUM-Kit 44010301 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004457,JAEGER automotive PREMIUM-Kit 44010306 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004458,JAEGER automotive PREMIUM-Kit 44010307 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004459,JAEGER automotive PREMIUM-Kit 44010305 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004460,JAEGER automotive PREMIUM-Kit 44010308 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004461,JAEGER automotive Elektrosatz 21150524 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004462,JAEGER automotive Elektrosatz 21150523 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004463,JAEGER automotive Elektrosatz 21230001 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004464,JAEGER automotive Elektrosatz 21150522 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004465,JAEGER automotive Elektrosatz 21150527 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004466,JAEGER automotive Elektrosatz 21150520 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004467,JAEGER automotive Elektrosatz 21020152 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004468,JAEGER automotive Elektrosatz 12180545 Kabelsatz Anhängerkupplung 7P E-Satz,,,
JA-004469,JAEGER automotive Elektrosatz 21020151 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004470,JAEGER automotive Elektrosatz 21020150 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004471,JAEGER automotive Elektrosatz 21070002 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004472,JAEGER automotive PREMIUM-Kit 42140301 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004473,JAEGER automotive Elektrosatz 21150514 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004474,JAEGER automotive PREMIUM-Kit 42140300 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004475,JAEGER automotive Elektrosatz 12070508 Kabelsatz Anhängerkupplung 7P E-Satz,,,
JA-004476,JAEGER automotive Elektrosatz 12190100 Kabelsatz Anhängerkupplung 7P E-Satz,,,
JA-004477,JAEGER automotive PREMIUM-Kit 42140302 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004478,JAEGER automotive Elektrosatz 21150518 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004479,JAEGER automotive Elektrosatz 21150517 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004480,JAEGER automotive Elektrosatz 21150516 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004481,JAEGER automotive Elektrosatz 12270001 Kabelsatz Anhängerkupplung 7P E-Satz,,,
JA-004482,JAEGER automotive Elektrosatz 21020154 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004483,JAEGER automotive Elektrosatz 12270004 Kabelsatz Anhängerkupplung 7P E-Satz,,,
JA-004484,JAEGER automotive Elektrosatz 12270007 Kabelsatz Anhängerkupplung 7P E-Satz,,,
JA-004485,JAEGER automotive Elektrosatz 12270009 Kabelsatz Anhängerkupplung 7P E-Satz,,,
JA-004486,JAEGER automotive Elektrosatz 12270008 Kabelsatz Anhängerkupplung 7P E-Satz,,,
JA-004487,JAEGER automotive PREMIUM-Kit 44010324 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004488,JAEGER automotive Elektrosatz 12080535 Kabelsatz Anhängerkupplung 7P E-Satz,,,
JA-004489,JAEGER automotive PREMIUM-Kit 44010323 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004490,JAEGER automotive PREMIUM-Kit 44010328 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004491,JAEGER automotive Elektrosatz 12020523 Kabelsatz Anhängerkupplung 7P E-Satz,,,
JA-004492,JAEGER automotive PREMIUM-Kit 44010326 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004493,JAEGER automotive PREMIUM-Kit 44010327 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004494,JAEGER automotive Elektrosatz 12020526 Kabelsatz Anhängerkupplung 7P E-Satz,,,
JA-004495,JAEGER automotive Elektrosatz 12020528 Kabelsatz Anhängerkupplung 7P E-Satz,,,
JA-004496,JAEGER automotive Elektrosatz 12040105 Kabelsatz Anhängerkupplung 7P E-Satz,,,
JA-004497,JAEGER automotive Elektrosatz 12270012 Kabelsatz Anhängerkupplung 7P E-Satz,,,
JA-004498,JAEGER automotive PREMIUM-Kit 44150302 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004499,JAEGER automotive PREMIUM-Kit 44150305 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004500,JAEGER automotive PREMIUM-Kit 44150306 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004501,JAEGER automotive PREMIUM-Kit 44150307 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004502,JAEGER automotive PREMIUM-Kit 44150308 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004403,JAEGER automotive Elektrosatz 21500736 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004404,JAEGER automotive Elektrosatz 12500544 Kabelsatz Anhängerkupplung 7P E-Satz,,,
JA-004405,JAEGER automotive Elektrosatz 21500737 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004406,JAEGER automotive Elektrosatz 21500738 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004407,JAEGER automotive Elektrosatz 12010511 Kabelsatz Anhängerkupplung 7P E-Satz,,,
JA-004408,JAEGER automotive Elektrosatz 12500581 Kabelsatz Anhängerkupplung 7P E-Satz,,,
JA-004409,JAEGER automotive Elektrosatz 12010512 Kabelsatz Anhängerkupplung 7P E-Satz,,,
JA-004410,JAEGER automotive Elektrosatz 12010516 Kabelsatz Anhängerkupplung 7P E-Satz,,,
JA-004411,JAEGER automotive Elektrosatz 21140516 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004412,JAEGER automotive Elektrosatz 21140517 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004413,JAEGER automotive Elektrosatz 21140513 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004414,JAEGER automotive Elektrosatz 21140515 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004415,JAEGER automotive Elektrosatz 21140510 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004416,JAEGER automotive Elektrosatz 21140511 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004417,JAEGER automotive Elektrosatz 12500578 Kabelsatz Anhängerkupplung 7P E-Satz,,,
JA-004418,JAEGER automotive Elektrosatz 12500575 Kabelsatz Anhängerkupplung 7P E-Satz,,,
JA-004419,JAEGER automotive Elektrosatz 12010522 Kabelsatz Anhängerkupplung 7P E-Satz,,,
JA-004420,JAEGER automotive Elektrosatz 12010520 Kabelsatz Anhängerkupplung 7P E-Satz,,,
JA-004421,JAEGER automotive Elektrosatz 12010525 Kabelsatz Anhängerkupplung 7P E-Satz,,,
JA-004422,JAEGER automotive PREMIUM-Kit 44720300 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004423,JAEGER automotive Elektrosatz 21140527 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004424,JAEGER automotive Elektrosatz 21140528 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004425,JAEGER automotive Elektrosatz 21140523 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004426,JAEGER automotive PREMIUM-Kit 42150302 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004427,JAEGER automotive PREMIUM-Kit 42150301 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004428,JAEGER automotive PREMIUM-Kit 42150304 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004429,JAEGER automotive Elektrosatz 12500565 Kabelsatz Anhängerkupplung 7P E-Satz,,,
JA-004430,JAEGER automotive Elektrosatz 12500567 Kabelsatz Anhängerkupplung 7P E-Satz,,,
JA-004431,JAEGER automotive PREMIUM-Kit 44160304 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004432,JAEGER automotive PREMIUM-Kit 44160303 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004433,JAEGER automotive PREMIUM-Kit 44020325 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004434,JAEGER automotive PREMIUM-Kit 44020326 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004435,JAEGER automotive PREMIUM-Kit 44020327 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004436,JAEGER automotive PREMIUM-Kit 44020328 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004437,JAEGER automotive PREMIUM-Kit 44020329 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004438,JAEGER automotive Elektrosatz 12080529 Kabelsatz Anhängerkupplung 7P E-Satz,,,
JA-004439,JAEGER automotive Elektrosatz 21140539 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004440,JAEGER automotive Elektrosatz 21140535 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004441,JAEGER automotive Elektrosatz 21140536 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004442,JAEGER automotive Elektrosatz 21140532 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004443,JAEGER automotive Elektrosatz 12500599 Kabelsatz Anhängerkupplung 7P E-Satz,,,
JA-004444,JAEGER automotive Elektrosatz 12500598 Kabelsatz Anhängerkupplung 7P E-Satz,,,
JA-004445,JAEGER automotive PREMIUM-Kit 44010319 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004446,JAEGER automotive PREMIUM-Kit 44160309 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004447,JAEGER automotive PREMIUM-Kit 44020330 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004448,JAEGER automotive PREMIUM-Kit 44020331 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004449,JAEGER automotive PREMIUM-Kit 44020332 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004450,JAEGER automotive Elektrosatz 21130504 Kabelsatz Anhängerkupplung 13P E-Satz,,,
JA-004451,JAEGER automotive PREMIUM-Kit 44020333 Anhängerkupplung inkl. 13P E-Satz AHK,,,
JA-004452,JAEGER automotive Elektrosatz 12500592 Kabelsatz Anhängerkupplung 7P E-Satz,,,
9B501414,JAEGER automotive 12140100 fahrzeugspezifischer 7-poliger Elektrosatz,,,
9Z070001,JAEGER automotive 12070501 fahrzeugspezifischer 7-poliger Elektrosatz,,,
8B100002,Abnehmbare Anhängerkupplung 85500345,,,
8B100005,Abnehmbare Anhängerkupplung 85010339,,,
8B100008,Abnehmbare Anhängerkupplung 85270346,,,
8B100009,Anhängerkupplung abnehmbar,VW,Touran,
8B100010,Abnehmbare Anhängerkupplung 85270345,,,
8B100011,Abnehmbare Anhängerkupplung 85060359,,,
8B100013,Abnehmbare Anhängerkupplung 85500341,,,
8B100014,Abnehmbare Anhängerkupplung 85220333,,,
8B100015,Abnehmbare Anhängerkupplung 85040342,,,
8B100016,Abnehmbare Anhängerkupplung 85210326,,,
8B100017,Abnehmbare Anhängerkupplung 85270348,,,
8B100018,Abnehmbare Anhängerkupplung 85210325,,,
8B100021,Abnehmbare Anhängerkupplung 85020345,,,
8B100022,Starre Anhängerkupplung 85270342,,,
8B100028,Abnehmbare Anhängerkupplung 85040343,,,
8B100029,Starre Anhängerkupplung starr,VW,"Golf VII Variant, Seat Leon ST",
8B100033,Abnehmbare Anhängerkupplung 85010341,,,
8B100034,Abnehmbare Anhängerkupplung 85040346,,,
8B100035,Abnehmbare Anhängerkupplung 85060360,,,
8B100036,Abnehmbare Anhängerkupplung 85050336,,,
8B100037,Abnehmbare Anhängerkupplung 85080344,,,
8B100038,Anhängerkupplung abnehmbar,KIA,Niro I,
8B100039,Abnehmbare Anhängerkupplung 85100330,,,
8B100040,Abnehmbare Anhängerkupplung 85120330,,,
8B100041,Abnehmbare Anhängerkupplung 85180335,,,
8B100043,Abnehmbare Anhängerkupplung 85180337,,,
8B100044,Abnehmbare Anhängerkupplung 85190323,,,
8B100045,Abnehmbare Anhängerkupplung 85190324,,,
8B100046,Abnehmbare Anhängerkupplung 85190320,,,
10000053,JAEGER automotive 22400004 Erweiterungssatz für Fahrzeuge mit Check-Control-System,,,
10000026,JAEGER automotive 52400570 AFC LED Upgrade Modul,,,
10000026KP,Tasche für abnehmbaren Kugelkopf mit JAEGER automotive Logo,,,
2012008,Briechle Spezialwandler ABS 12-24DT DUAL-VOLT ABS,,,
2012009,Briechle Kabel 12V-3-pol auf 12V ABS-Stecker KN-ABSFT,,,
99000000KP,Anhänger Steckdose 13 polig mit Schraubanschluss,,,
10000003KP,OPEL Anhängersteuermodul AG,,,
10000017KP,Stecker mit Schraubanschluss 13-polig 24 Volt - 65400003,,,
10000027KP,Mini Fuse Tab 25 Amper 32 Volt,,,
9B690003,JAEGER automotive 21710504 fahrzeugspezifischer 13-poliger Elektrosatz,,,
9B211009,JAEGER automotive 21500641 fahrzeugspezifischer 13-poliger Elektrosatz,,,
9B211010,JAEGER automotive 21500642 fahrzeugspezifischer 13-poliger Elektrosatz,,,
9B211011,JAEGER automotive 21500645 fahrzeugspezifischer 13-poliger Elektrosatz,,,
9B231008,JAEGER automotive 21230530 fahrzeugspezifischer 13-poliger Elektrosatz,,,
9B261009,JAEGER automotive 21260522 fahrzeugspezifischer 13-poliger Elektrosatz,,,
8Z500054,Abnehmbare Anhängerkupplung 85010327,,,
8Z500057,Anhängerkupplung 85270355,,,
8Z500058,Anhängerkupplung 85040349,,,
8Z500059,Anhängerkupplung 85270339,,,
8B500001,Starre Anh?ngerkupplung,Mitsubishi,L200,Fiat Fullback
8D270008,Abnehmbare Anhängerkupplung,VW,Golf V Variant,Golf VI Variant
8D500004,Abnehmbare Anhängerkupplung,Skoda,Octavia,VW Golf VII Kombi
8B150001,Anhängerkupplung starr,Opel,Astra K,
8D150001,Abnehmbare Anhängerkupplung,Opel,Astra K,
8B150002,Starre Anh?ngerkupplung,Opel,Astra K Sports Tourer,
8D150002,Abnehmbare Anhängerkupplung,Opel,Astra K Sports Tourer,
10000015,"Spiralladekabel für Elektro- und Hybridfahrzeuge Typ 2 auf Typ 1 - 230V 16A 3,7kW - 4,5m",,,
10000016,Ladekabel für Elektro- und Hybridfahrzeuge Typ 2 - 400V 16A 11kW - 5m,,,
10000017,Ladekabel für Elektro- und Hybridfahrzeuge Typ 2 - 400V 32A 22kW - 5m,,,
10000018,Ladekabel für Elektro- und Hybridfahrzeuge Typ 2 - 400V 32A 22kW - 8m,,,
10000019,"Spiralladekabel für Elektro- und Hybridfahrzeuge Typ 2 - 400V 16A 11kW - 4,5m",,,
10000020,"Ladekabel für Elektro- und Hybridfahrzeuge Typ 2  auf Typ 1 - 230V 16A 3,7kW - 5m",,,
40000001,Universal Trittstufe für Nutzfahrzeuge und Anhängerkupplungen mit Flanschkugel,,,
8D270010,Abnehmbare Anh?ngerkupplung,VW,Passat,
8D020014,Abnehmbare Anhängerkupplung,BMW,X4,
8D020015,Abnehmbare Anh?ngerkupplung,BMW,X5 X6,
10000021,JAEGER automotive 22270505 Erweiterungssatz Dauerplus Sicherungskasten Skoda Yeti,,,
62400025,Spannungsreduzieradapter 24V 15-polig Stecker auf 12V 13-polig Steckdose - LKW,,,
2012002,"Briechle DoubleVolt 3 12V auf 24V, 3A Spannungsverdoppler für Geräteversorgung",,,
2012003,Briechle Double Volt 10 12V auf 24V 10(15)A Spannungsverdoppler für Geräteversorgung,,,
2012006,"Briechle Double Volt 6 12V auf 24V, 6A Spannungsverdoppler für Geräteversorgung",,,
2012004,Briechle Anhänger-Spannungs-Verdoppler Hochleistung 12V auf 24V - 6x 130W (450W Total),,,
2012005,Briechle Anhänger-Spannungs-Verdoppler mit Rückfahrleuchte Hochleistung 12V auf 24V (500W Total),,,
2012007,"Briechle Double Volt 10 Charge 12V auf 28,8V 10 (15)A Ladewandler",,,
2012001,Briechle Dual Volt ABS 12V - 24V auf 24V,,,
2024001,Briechle Anhänger-Beleuchtungs-Wandler 24V auf 12V Spannungsreduziergerät,,,
2024002,Briechle Anhänger-Beleuchtungs-Wandler mit Rückfahrleuchte Spannungsreduziergerät,,,
2024003,Briechle Semi Volt ABS 12V - 24V auf 12V Abwärtswandler,,,
2024004,Briechle Semi Volt 4 Plus 24V auf 12V 4 (6) A Spannungswandler,,,
2024006,Briechle Ladewandler 24V auf 12V 26 (35) A,,,
2024008,Briechle Trail Con 15-7 Adapter-Beleuchtungs-Wandler 24V 15-polig auf 12V 7-polig Spannungsreduzieradapter,,,
2024009,Briechle Trail Con 7-13 Adapter-Beleuchtungs-Wandler 24V 7-polig auf 12V 13-polig Spannungsreduzieradapter,,,
2024010,Briechle Trail Con 7 Adapter-Beleuchtungs- Wandler 24V 7-polig auf 12V 7-polig Spannungsreduzieradapter,,,
2024011,Briechle Semi Volt 10 Plus 24V auf 12V 10 (15) A Spannungswandler,,,
2024012,Briechle Semi Volt 26 Plus 24V auf 12V 26 (35) A Spannungswandler,,,
10000022,JAEGER automotive 22400531 Universal Erweiterungs Elektrosatz Dauerplus und Ladeleitung,,,
10000023,JAEGER automotive 22060527 Erweiterungssatz für Ford Modelle ohne AHK Vorbereitung,,,
52400549N,JAEGER automotive Anhängersteuergerät 52400549N,,,
8B040001,Starre Anh?ngerkupplung,Mercedes,C-Klasse,
8B270010,Starre Anhängerkupplung,VW,Touran,
8B270011,Starre Anh?ngerkupplung,VW,Golf 5 + 6 + Jetta,
8B220005,Starre Anhängerkupplung 85220332,Skoda,Octavia,Octavia II Kombi
8D220007,Abnehmbare Anh?ngerkupplung,Skoda,Octavia,Octavia II Kombi
10000025,JAEGER automotive 52400006 AFC Modul Anhängersteuermodul,,,
9B400001,Universal Elektrosatz mit AFC-Modul 21400006,,,
9B400002,Universal Elektrosatz mit AFC-Modul 21400503,,,
9B400006,Universal Elektrosatz mit Blinkrelais 21400003,,,
9B400008,Universal Elektrosatz Unimax mit AFC-Modul 21400501,,,
9B400009,Universal Elektrosatz mit AFC-Modul f?r Wohnmobile und Pritschenfahrzeuge 21400506,,,
30000015,"Steckdose 7-polig 24 Volt, ISO 3731, Flachsteckanschluss, rückwärtiger Gehäuseaufsatz",,,
30000016,Parksteckdose 24 Volt,,,
30000017,"Steckdosenleitung 7-polig 24 Volt, offenes Ende",,,
30000022,Steckdosenleitung 7-polig 24 Volt,MAN,TGA,Stecker
30000028,"Stecker 7-polig 24 Volt, ISO 1185, Schraubanschluss mit Knickschutztülle",,,
30000031,"Stecker 7-polig 24 Volt, ISO 3731 Schraubanschluss mit Knickschutztülle",,,
30000035,Verlängerungsleitung 7-polig 24 Volt,,,
30000044,"Spiralleitung 7-polig 24 Volt, offene Enden",,,
30000050,Parksteckdose 24 Volt,,,
30000052,Halteschlaufe für Zugentlastung von Spiralleitungen,,,
30000053,Steckdose 15-polig 24 Volt,,,
30000068,"Spiralleitung 15-polig 24 Volt, Wendeldurchmesser 55 - 60 mm",,,
30000073,"Steckdosenleitung 7-polig 24 Volt, ABS / EBS mit MAN Stecker",MAN,,
30000090,Kurzadapter 13-polig auf 2 x 7-polig 24 Volt,,,
30000094,Adapterspirale 15-polig auf 2 x 7-polig 24 Volt,,,
40000006,"Steckdosendichtung, Leitungsausgang gerade",,,
40000007,"Steckdosendichtung, Leitungsausgang seitlich Art. 85033068",,,
40000008,"Steckdosendichtung, 2 x Leitungsausgang gerade",,,
40000009,"Steckdosendichtung, Winkelgummitülle",,,
40000010,"Steckdosendichtung, Leitungsausgang gerade, starr",,,
30000095,Leitungsschutztülle 24 Volt,,,
30000096,"Leitungsschutztülle 24 Volt, rückwärtiger Gehäuseaufsatz",,,
40000011,Steckdosendichtung für Parksteckdose,,,
40000012,Verstärkungsplatte für Gummidichtungen,,,
20000048,Verbindungsleitung 7-polig 12 Volt,,,
52400551N,JAEGER automotive Anhängersteuergerät 52400551N,,,
9B250002,JAEGER automotive 21250549 fahrzeugspezifischer 13-poliger Elektrosatz,,,
4Z000001,Schlüssel für abnehmbare AL-KO Anhängerkupplung,,,
9B100004,JAEGER automotive 21100564 fahrzeugspezifischer 13-poliger Elektrosatz,,,
9B100005,JAEGER automotive 21100566 fahrzeugspezifischer 13-poliger Elektrosatz,,,
9B190001,JAEGER automotive 21190508 fahrzeugspezifischer 13-poliger Elektrosatz,,,
9B190002,JAEGER automotive 21190511 fahrzeugspezifischer 13-poliger Elektrosatz,,,
9B190003,JAEGER automotive 21190513 fahrzeugspezifischer 13-poliger Elektrosatz,,,
9B190004,JAEGER automotive 21190518 fahrzeugspezifischer 13-poliger Elektrosatz,,,
9B240003,JAEGER automotive 21240530 fahrzeugspezifischer 13-poliger Elektrosatz,,,
9B240004,JAEGER automotive 21240531 fahrzeugspezifischer 13-poliger Elektrosatz,,,
9B100006,JAEGER automotive 21100570 fahrzeugspezifischer 13-poliger Elektrosatz,,,
9B280001,JAEGER automotive 21280510 fahrzeugspezifischer 13-poliger Elektrosatz,,,
9B501078,JAEGER automotive 21500638 fahrzeugspezifischer 13-poliger Elektrosatz,,,
9B101034,JAEGER automotive 21100569 fahrzeugspezifischer 13-poliger Elektrosatz,,,
9B060007,JAEGER automotive 21060566 fahrzeugspezifischer 13-poliger Elektrosatz,,,
9B080002,JAEGER automotive 21080544 fahrzeugspezifischer 13-poliger Elektrosatz,,,
9B100007,JAEGER automotive 21100571 fahrzeugspezifischer 13-poliger Elektrosatz,,,
9B120004,JAEGER automotive 21120525 fahrzeugspezifischer 13-poliger Elektrosatz,,,
9B320004,JAEGER automotive 21320514 fahrzeugspezifischer 13-poliger Elektrosatz,,,
9B320005,JAEGER automotive 21320515 fahrzeugspezifischer 13-poliger Elektrosatz,,,
9B360002,JAEGER automotive 21360508 fahrzeugspezifischer 13-poliger Elektrosatz,,,
9B690001,JAEGER automotive 21710501 fahrzeugspezifischer 13-poliger Elektrosatz,,,
9B690002,JAEGER automotive 21710502 fahrzeugspezifischer 13-poliger Elektrosatz,,,
9Z500002,"Elektrosatz - fahrzeugspezifisch, 7-polig, diverse VW Modelle",VW,diverse Modelle,
8D060006,Abnehmbare Anhängerkupplung 85060347,Ford,Turneo + Transit,
8B060008,Flanschkugel Anhängerkupplung,Ford,Turneo + Transit,
8D060008,Abnehmbare Anhängerkupplung,Ford,Mondeo V,
8B060010,Starre Anh?ngerkupplung,Ford,Galaxy + S-MAX,
8D060009,Abnehmbare Anhängerkupplung,Ford,Galaxy + S-MAX,
8B060011,Flanschkugel Anhängerkupplung 85060350,Ford,Tourneo + Transit,ab 2012
8D060010,Abnehmbare Anhängerkupplung 85060352,Ford,Turneo + Transit,ab 2012
8B060012,Flanschkugel Anhängerkupplung,Ford,Transit + Bus,
8D120001,Abnehmbare Anh?ngerkupplung,Mazda,CX-5,
8D120002,Abnehmbare Anh?ngerkupplung,Mazda,6,
8D240001,Abnehmbare Anh?ngerkupplung,Suzuki,SX4 S-Cross,
8D240002,Abnehmbare Anhängerkupplung 85240324,Suzuki,Vitara,
8D320001,Abnehmbare Anhängerkupplung,Ssangyong,Tivoli,
8B220001,Starre Anhängerkupplung,Skoda,Roomster,
8D270001,Abnehmbare Anhängerkupplung,VW,Polo,
8D210001,Abnehmbare Anhängerkupplung,Seat,Ibiza V,
8D220001,Abnehmbare Anh?ngerkupplung,Skoda,Roomster,
8D210002,"Anhängerkupplung abnehmbar,",,,
8B220002,Starre Anh?ngerkupplung,Skoda,Rapid Spaceback,
8D220002,Abnehmbare Anh?ngerkupplung,Skoda,Rapid Spaceback,
8D030001,Abnehmbare Anhängerkupplung,Citroen,C5,
8D160001,Abnehmbare Anh?ngerkupplung,Peugeot,407,
8D500005,Abnehmbare Anhängerkupplung,,,
8B500002,Flanschkugel Anhängerkupplung,,,
8B030001,Starre Anh?ngerkupplung,Citroen,Berlingo + Peugeot Partner,
8B030003,Starre Anh?ngerkupplung,Citroen,Berlingo + Peugeot Partner,
8D160002,Abnehmbare Anh?ngerkupplung,Peugeot,3008,
8D030003,Abnehmbare Anh?ngerkupplung,Citroen,C3 Picasso,
